TestCaseID,API,Method,Endpoint,Category,Preconditions,Input,ExpectedResult,Priority,Source,AuditStatus,AuditReasoning,ActualResult,PassFail,BugRef,Notes
TC-ADMINUSERS-017,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user to delete: POST /api/register with a unique email (e.g. del.<timestamp>@example.com), password Password123!, name Disposable User. | Note disposable_user_id from the register response (or GET /api/admin/users). | Do not use seed test@eshop.com as the success-path victim if later tests still need that account. | Know a second existing user id that must survive (e.g. seed test user).","{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<disposable_user_id>""}, ""query"": {""id"": ""<other_existing_id>""}}","Only the path id is the documented user identifier. A query parameter named id is not specified and must not be treated as the resource id. If a delete occurs, it is the path-id user (and not self — FR-19).",Medium,AI,VALID,The specified identifier is the path parameter :id. A query string is not a documented id.,,,,"Sub-domains: A-ID-01, A-AUTH-01 | Type=Valid | File=tests/test-cases/admin-users/TC-ADMINUSERS-017.md"
TC-ADMINUSERS-018,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""9223372036854775807""}}",The SRS and api_specification.md do not state this input is invalid or required. Do not expect rejection. Record what the SUT does; do not fail it against an invented rule.,Low,AI,INVALID,A large numeric id / 404 / 'must not crash' is not specified.,,,,"Sub-domains: A-ID-05, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-018.md"
TC-ADMINUSERS-019,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Create a disposable user (must survive). | Resolve admin_self_id.,"{""headers"": {""Authorization"": ""Bearer <admin_token>"", ""Content-Type"": ""application/json""}, ""path"": {""id"": ""<admin_self_id>""}, ""body"": {""id"": ""<disposable_user_id>""}}","Path id is the documented identifier. If that id is the caller, the caller still exists (FR-19). A body field id is not specified and must not be used as the resource id. HTTP status is not specified.",High,AI,INCOMPLETE,Path id is the specified resource; FR-19 forbids self-delete. Generated HTTP 403 is not specified.,,,,"Sub-domains: A-REL-02, A-ID-02, A-AUTH-01 | Type=Invalid | File=tests/test-cases/admin-users/TC-ADMINUSERS-019.md"
TC-ADMINUSERS-020,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,EShop backend is running at http://localhost:3000. | Seed admin admin@eshop.com / Admin123! exists (role=admin). | Obtain an admin JWT via POST /api/login with email=admin@eshop.com password=Admin123!. | Seed admin is id=1 on a fresh DB. Do not delete id=1.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""0001""}}","No path-encoding rule is stated. Do not expect 400/404. If 0001 is treated as the caller's id, FR-19: that account must not be deleted.",High,AI,INCOMPLETE,Leading-zero encoding is not specified. Generated 400/404 was invented. FR-19 applies only if the path is resolved as the caller.,,,,"Sub-domains: A-ID-06, A-ID-07, A-AUTH-01 | Type=Unspecified | File=tests/test-cases/admin-users/TC-ADMINUSERS-020.md"
TC-PROFILE-SUP-001,UpdateProfile,PUT,/api/users/me,DomainPartition,EShop backend running. Logged in as test@eshop.com. Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""phone"": ""0987654321""}}","If phone is applied, GET shows phone=0987654321 (FR-04-valid). email/role unchanged. Omitted name/address semantics not specified — record whether snapshot fields stay or change. Do not reject solely because body is not the three-field example.",High,Human,VALID,Positive phone-only partial after Stage 2 dropped mandatory triple-body; oracle observe-only for omitted fields.,,,,"Sub-domains: P-PHONE-01, P-NAME-05, P-ADDR-04 | Type=Valid / Unspecified| File=tests/test-cases/profile/TC-PROFILE-SUP-001.md"
TC-PROFILE-SUP-002,UpdateProfile,PUT,/api/users/me,DomainPartition,Logged in as test@eshop.com. Snapshot phone.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van A"", ""shipping_address"": ""123 Le Loi, Q1, TP.HCM"", ""phone"": ""０９１２３４５６７８""}}",Fullwidth digits (U+FF10…) are not the documented ASCII 0–9 form. GET must not persist as FR-04-valid phone. Normalisation not specified — record only.,Medium,Human,VALID,Fullwidth digits violate FR-04 ASCII phone rule; observe-only invalid partition.,,,,Sub-domains: P-PHONE-H01 | Type=Invalid| File=tests/test-cases/profile/TC-PROFILE-SUP-002.md
TC-PROFILE-SUP-003,UpdateProfile,PUT,/api/users/me,DomainPartition,Logged in as test@eshop.com. Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": ""{\""name\"":\""Nguyen Van A\"",\""shipping_address\"":\""123 Le Loi, Q1, TP.HCM\"",\""phone\"":\""0912345678\"",\""phone\"":\""1912345678\""}""}","Duplicate JSON keys not specified. Stored phone, if any, must be FR-04-valid — GET must not show 1912345678. email/role unchanged.",Medium,Human,VALID,Duplicate JSON key probe; oracle does not invent parser winner.,,,,Sub-domains: P-BODY-H01 | Type=Invalid / Unspecified| File=tests/test-cases/profile/TC-PROFILE-SUP-003.md
TC-CART-SUP-001,AddToCart,POST,/api/cart,DomainPartition,Logged in. Cart has id=1 qty=1. GET confirms one line.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""Completely Different Label"", ""price"": 30000000, ""quantity"": 1}}","FR-07 same-product merge does not define identity key (id vs name). Record: one line qty=2 if id-keyed, or two lines if name-keyed. Fail only on crash or lost qty.",High,Human,VALID,Merge identity key ambiguity is real FR-07 gap; observe-only oracle.,,,,"Sub-domains: C-STATE-02, C-NAME-04, C-ID-01 | Type=Unspecified| File=tests/test-cases/cart/TC-CART-SUP-001.md"
TC-CART-SUP-002,AddToCart,POST,/api/cart,DomainPartition,Logged in. Cart has id=1 qty=2.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 3}}",FR-07: one line id=1 with quantity 5 (2+3). No second row.,High,Human,VALID,Unequal merge operands 2+3; FR-07 merge rule stated without inventing HTTP.,,,,"Sub-domains: C-STATE-02, C-QTY-02, C-QTY-03 | Type=Valid| File=tests/test-cases/cart/TC-CART-SUP-002.md"
TC-ADMINUSERS-SUP-001,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,Admin JWT. Disposable user registered. enc = percent-encoded decimal id.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<percent_encoded_id>""}}","Percent-encoded path id not specified. If decoded to disposable id (not self), FR-19 allows delete. If not decoded, record status; no other user deleted.",Medium,Human,VALID,Percent-encoded path observe partition; FR-19 delete-if-not-self.,,,,"Sub-domains: A-ID-01, A-REL-01 | Type=Valid / Unspecified| File=tests/test-cases/admin-users/TC-ADMINUSERS-SUP-001.md"
TC-PROFILE-SUP-004,UpdateProfile,PUT,/api/users/me,DomainPartition,Logged in as test@eshop.com. Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Updated Name Only""}}","If name applied, GET shows Updated Name Only. email/role unchanged. Omitted phone/address not specified — record snapshot vs cleared.",High,Human,VALID,Name-only partial mirrors SUP-001 pattern; spec-aligned.,,,,"Sub-domains: P-NAME-01, P-PHONE-07, P-ADDR-04 | File=tests/test-cases/profile/TC-PROFILE-SUP-004.md"
TC-PROFILE-SUP-005,UpdateProfile,PUT,/api/users/me,DomainPartition,Logged in as test@eshop.com. Snapshot GET /api/users/me.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""name"": ""Nguyen Van B"", ""phone"": ""0909090909""}}",Two-field subset: name + FR-04-valid phone may update; shipping_address behaviour unspecified. email/role unchanged.,High,Human,VALID,Two-of-three field subset; oracle correctly flags address unspecified.,,,,"Sub-domains: P-NAME-01, P-PHONE-01, P-ADDR-04 | File=tests/test-cases/profile/TC-PROFILE-SUP-005.md"
TC-CART-SUP-003,AddToCart,POST,/api/cart,DomainPartition,Cart has id=1 qty=1 price=30000000.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 1, ""quantity"": 1}}",FR-07 merge: one line for id=1 if id-keyed. Stored price after merge not specified. Fail if second line for id=1.,High,Human,VALID,Price mismatch on merge; stored price unspecified — oracle records only.,,,,"Sub-domains: C-STATE-02, C-PRICE-07 | File=tests/test-cases/cart/TC-CART-SUP-003.md"
TC-CART-SUP-004,AddToCart,POST,/api/cart,DomainPartition,Logged in. Prefer empty cart. Seed product id=1.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""quantity"": 1}}",Minimal body id+quantity only. name/price not required per spec — record line shape; do not expect reject solely for omission.,Medium,Human,VALID,Minimal body positive case after Stage 2; no mandatory reject for omitted name/price.,,,,"Sub-domains: C-ID-01, C-QTY-01, C-NAME-03, C-PRICE-04 | File=tests/test-cases/cart/TC-CART-SUP-004.md"
TC-CART-SUP-005,AddToCart,POST,/api/cart,DomainPartition,Cart has id=1 qty=1 and id=2 qty=1.,"{""headers"": {""Authorization"": ""Bearer <access_token>"", ""Content-Type"": ""application/json""}, ""body"": {""id"": 1, ""name"": ""iPhone 15 Pro Max"", ""price"": 30000000, ""quantity"": 2}}",FR-07: two lines remain; id=1 qty=3 (1+2); id=2 qty=1 unchanged.,High,Human,VALID,Multi-line cart merge; FR-07 qty arithmetic spec-backed.,,,,"Sub-domains: C-STATE-02, C-STATE-03 | File=tests/test-cases/cart/TC-CART-SUP-005.md"
TC-ADMINUSERS-SUP-002,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,Admin JWT. Disposable user registered.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""<disposable_user_id>/""}}","Trailing slash not specified. Record routing outcome; if delete succeeds, target is disposable user only.",Medium,Human,VALID,Trailing slash routing unspecified; observe-only.,,,,Sub-domains: A-ID-01 | File=tests/test-cases/admin-users/TC-ADMINUSERS-SUP-002.md
TC-ADMINUSERS-SUP-003,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,"Fresh seed DB. Admin JWT. Target id=2 (test@eshop.com), not admin id=1.","{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": 2}}",FR-19: delete user id=2 (not admin self) allowed if id=2 exists. Record id=2 absent and admin id=1 present after test. Restore seed DB if test environment requires test@eshop.com. No password in list (SEC-01).,High,Human,INCOMPLETE,Destructive seed-user delete is acceptable probe but oracle assumed id=2 always exists — precondition should note DB restore.,,,,"Sub-domains: A-ID-01, A-REL-01 | File=tests/test-cases/admin-users/TC-ADMINUSERS-SUP-003.md"
TC-ADMINUSERS-SUP-004,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,Admin JWT. Snapshot GET /api/admin/users.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""12abc""}}",Mixed alphanumeric path not specified. No unintended user deleted; admin still exists.,Medium,Human,VALID,Mixed alphanumeric path partition; no invented 404.,,,,Sub-domains: A-ID-06 | File=tests/test-cases/admin-users/TC-ADMINUSERS-SUP-004.md
TC-ADMINUSERS-SUP-005,AdminDeleteUser,DELETE,/api/admin/users/:id,DomainPartition,Admin JWT. Disposable user id=12 (example). Path uses double percent-encoding.,"{""headers"": {""Authorization"": ""Bearer <admin_token>""}, ""path"": {""id"": ""%2531%2532""}}",Double-encoding decode depth not specified. Record outcome; FR-19: admin must not delete self.,Medium,Human,VALID,Double-encoding depth observe; FR-19 self-delete guard retained.,,,,Sub-domains: A-ID-01 | File=tests/test-cases/admin-users/TC-ADMINUSERS-SUP-005.md
